caseid,age,if_discrim,if_cyber_bullying,if_drugs,if_drink,if_school_attandence,if_mental_healthy,working_hour_weekly,number_relative_friends
9298,5,0,NA,0,5,0,1,50,1
9299,3,0,NA,0,7,0,5,5,4
9300,2,0,NA,0,3,0,3,40,6
9301,6,0,NA,0,2,0,3,NA,10
9302,6,0,NA,0,1,0,1,30,25
9303,2,1,NA,0,7,0,1,30,10
9304,5,1,NA,0,1,0,1,40,10
9305,7,0,NA,0,2,0,3,NA,12
9306,4,0,0,0,3,0,3,30,12
9307,4,0,NA,0,5,0,1,40,20
9308,5,0,NA,0,3,0,1,NA,10
9309,5,0,NA,0,7,0,3,NA,93
9310,2,0,NA,0,4,0,1,37,15
9311,5,0,NA,0,6,0,3,40,2
9312,1,1,0,0,7,1,1,8,10
9313,1,0,1,0,6,0,4,40,2
9314,4,0,NA,0,5,0,2,25,4
9315,1,0,NA,1,5,1,3,3,15
9316,2,0,NA,0,5,0,2,37.5,2
9317,2,0,NA,0,5,0,4,44,10
9318,6,0,NA,0,1,0,2,NA,12
9319,6,0,NA,0,3,0,1,NA,12
9320,4,0,NA,0,7,0,1,35,15
9321,4,0,NA,0,5,0,1,37.5,10
9322,1,0,NA,0,3,0,2,35,10
9323,7,0,NA,0,5,0,1,NA,20
9324,6,0,NA,0,6,0,3,6,6
9325,5,0,NA,0,7,0,3,NA,3
9326,7,0,NA,0,7,0,3,NA,15
9327,3,0,NA,0,3,0,1,60,10
9328,3,0,NA,0,3,0,2,40,20
9329,2,1,NA,0,7,0,2,37.5,10
9330,1,0,NA,0,5,0,1,25,50
9331,2,0,NA,0,7,0,2,14,25
9332,4,0,NA,0,2,0,1,40,2
9333,7,0,NA,0,7,0,3,NA,1
9334,6,0,NA,0,7,0,3,NA,3
9335,3,0,NA,0,4,1,2,25,6
9336,5,0,NA,0,1,0,3,37,10
9337,6,0,NA,0,2,0,3,40,5
9338,1,0,NA,0,7,1,2,NA,10
9339,4,0,NA,0,7,0,3,37.5,NA
9340,1,0,NA,0,5,1,2,12,5
9341,2,1,NA,0,4,1,3,40,5
9342,3,0,NA,0,7,1,1,NA,30
9343,5,0,NA,0,5,0,1,NA,10
9344,3,0,NA,0,5,0,2,45,50
9345,6,0,NA,0,5,0,3,NA,6
9346,4,0,NA,0,3,0,3,37.5,20
9347,6,0,NA,0,5,0,1,NA,10
9348,5,1,NA,0,1,0,2,NA,12
9349,2,1,0,0,5,0,4,39,0
9350,4,0,NA,0,1,0,2,70,20
9351,4,0,NA,0,2,1,2,NA,15
9352,5,1,NA,0,5,0,4,NA,3
9353,4,0,NA,0,7,0,2,12,50
9354,3,1,NA,0,5,0,1,40,10
9355,1,0,0,0,7,1,2,NA,10
9356,4,0,NA,0,5,0,2,35,1
9357,5,0,NA,0,1,0,1,50,6
9358,3,0,NA,0,7,0,1,40,10
9359,5,0,NA,0,6,0,2,NA,10
9360,7,0,NA,0,7,0,3,NA,10
9361,3,0,NA,0,3,0,2,40,10
9362,3,0,NA,0,6,0,3,25,3
9363,4,0,NA,0,2,0,2,30,10
9364,1,0,NA,0,3,1,3,70,8
9365,3,0,NA,0,3,0,2,45,10
9366,2,0,NA,0,5,0,1,40,10
9367,4,0,NA,0,3,0,1,40,5
9368,4,1,NA,0,7,0,3,35,1
9369,5,0,NA,0,3,0,2,37.5,12
9370,1,0,NA,0,3,0,3,45,60
9371,6,0,NA,0,5,0,3,40,20
9372,1,1,NA,0,7,1,4,NA,5
9373,3,0,NA,0,7,0,1,30,NA
9374,7,0,NA,0,6,0,3,NA,3
9375,2,0,NA,0,4,0,2,10,30
9376,6,0,NA,0,5,0,3,NA,3
9377,5,0,NA,0,3,0,1,37.5,6
9378,1,0,NA,0,6,0,2,16,3
9379,5,0,NA,0,4,0,1,35.2,2
9380,5,0,NA,0,3,0,2,35,6
9381,1,0,NA,0,4,0,1,20,10
9382,6,0,NA,0,7,0,3,2,1
9383,1,0,NA,0,7,0,3,37.5,6
9384,7,NA,NA,NA,NA,NA,NA,NA,30
9385,3,0,NA,0,3,0,1,50,10
9386,4,0,NA,0,7,0,3,55,20
9387,5,0,NA,0,7,0,1,NA,25
9388,5,0,NA,0,3,0,2,40,10
9389,5,0,NA,0,4,0,2,NA,2
9390,5,0,NA,0,3,0,2,30,20
9391,1,1,NA,0,7,1,2,10,6
9392,7,0,NA,0,5,0,2,NA,8
9393,4,0,NA,0,6,0,3,37.5,25
9394,4,0,NA,0,6,0,3,40,6
9395,6,0,NA,0,5,0,3,40,3
9396,4,0,NA,0,7,0,2,44,6
9397,7,0,NA,0,7,0,3,NA,0
9398,5,0,NA,0,5,0,1,NA,6
9399,6,0,NA,0,5,0,2,NA,8
9400,7,0,NA,0,7,0,1,NA,NA
9401,2,0,NA,0,5,0,2,44,15
9402,2,0,NA,0,7,1,3,NA,5
9403,2,0,NA,0,5,0,2,40,10
9404,4,0,NA,0,6,0,1,40,5
9405,4,0,NA,0,5,0,3,36.2,10
9406,7,0,NA,0,6,0,2,NA,1
9407,5,0,NA,0,2,0,1,40,40
9408,6,0,NA,0,7,0,3,NA,1
9409,4,1,NA,0,5,0,1,50,10
9410,4,0,NA,0,5,0,2,40,10
9411,1,0,NA,0,5,0,1,30,15
9412,1,0,NA,0,6,1,3,40,20
9413,4,0,0,0,2,0,1,35,20
9414,4,0,NA,0,5,0,2,35,25
9415,5,0,NA,0,4,0,1,40,30
9416,2,0,NA,0,2,0,2,35,7
9417,3,1,NA,0,7,0,4,40,13
9418,2,0,NA,0,5,0,2,56,7
9419,1,0,NA,0,4,0,1,45,12
9420,4,0,NA,0,5,0,2,50,4
9421,6,0,NA,0,1,0,3,NA,3
9422,5,0,NA,0,4,0,2,50,3
9423,5,0,NA,0,7,0,3,2,2
9424,4,0,NA,0,3,0,3,NA,5
9425,4,0,NA,0,7,0,1,40,5
9426,3,1,0,0,5,0,1,NA,2
9427,4,0,NA,0,5,0,1,40,24
9428,5,0,NA,0,5,0,1,NA,30
9429,3,0,NA,0,7,0,1,25,20
9430,4,0,0,0,3,0,4,40,2
9431,5,0,NA,0,2,0,2,37.5,5
9432,3,0,NA,0,5,0,3,NA,5
9433,3,0,NA,0,5,0,1,72,10
9434,3,0,NA,0,7,0,2,NA,2
9435,7,0,NA,0,1,0,1,NA,2
9436,2,0,NA,0,4,0,1,40,6
9437,7,0,NA,0,7,0,1,NA,2
9438,7,0,NA,0,6,0,3,NA,5
9439,7,0,NA,0,5,0,2,NA,10
9440,5,0,NA,0,7,0,3,4,2
9441,7,0,NA,0,1,0,2,NA,15
9442,4,0,NA,0,4,0,2,35,8
9443,6,0,NA,0,3,0,2,NA,12
9444,1,0,NA,0,4,1,1,40,40
9445,3,1,NA,0,1,1,4,40,10
9446,6,0,NA,0,3,0,1,NA,4
9447,1,0,NA,0,5,0,2,24,6
9448,2,0,NA,0,5,0,1,NA,15
9449,6,0,NA,0,2,0,2,NA,2
9450,2,0,NA,0,4,0,3,40,2
9451,2,1,NA,0,4,0,2,4,7
9452,2,0,NA,0,3,0,1,40,20
9453,1,0,NA,0,3,1,1,15,150
9454,2,1,NA,0,5,0,3,70,4
9455,6,0,NA,0,5,0,2,NA,10
9456,3,0,NA,0,1,0,2,60,10
9457,2,0,NA,0,2,0,3,100,10
9458,3,0,NA,0,2,0,1,35,10
9459,6,1,NA,0,7,0,3,NA,6
9460,2,0,NA,0,7,0,1,NA,0
9461,6,0,NA,0,4,0,3,NA,10
9462,5,0,NA,0,4,0,2,20,NA
9463,5,0,NA,0,4,0,2,NA,5
9464,5,1,NA,0,7,0,3,NA,4
9465,7,0,NA,0,3,0,2,NA,15
9466,1,0,NA,0,7,1,1,NA,4
9467,4,0,NA,0,3,0,3,37,12
9468,1,0,NA,0,7,1,2,24,3
9469,2,0,NA,0,4,0,1,40,30
9470,5,0,NA,0,6,0,1,NA,50
9471,4,0,NA,0,5,0,1,37.5,100
9472,5,0,NA,0,5,0,2,84,NA
9473,4,1,NA,0,2,0,3,NA,8
9474,3,0,0,0,5,0,2,40,4
9475,4,0,NA,0,2,0,2,35,20
9476,7,0,NA,0,4,0,3,NA,30
9477,3,1,0,0,5,0,2,9,6
9478,2,0,NA,0,4,0,3,40,30
9479,3,0,NA,0,7,1,2,NA,5
9480,4,0,NA,0,5,0,4,NA,10
9481,3,0,NA,0,6,0,2,40,10
9482,2,0,NA,0,5,0,1,42,20
9483,2,0,NA,0,4,0,1,40,NA
9484,2,0,NA,0,4,0,2,32,10
9485,4,1,NA,0,7,0,4,45,8
9486,7,1,NA,0,4,0,3,NA,20
9487,5,0,NA,0,7,0,2,NA,10
9488,4,0,NA,0,4,0,1,33,30
9489,4,0,NA,0,3,0,1,40,3
9490,2,0,NA,0,3,0,2,35,1
9491,6,0,NA,0,7,0,3,NA,6
9492,6,0,NA,0,5,0,3,40,20
9493,6,0,NA,0,7,0,3,40,3
9494,2,0,NA,0,7,0,1,40,200
9495,3,0,NA,0,5,0,2,30,20
9496,6,0,NA,0,2,0,2,28,5
9497,5,0,NA,0,6,0,1,40,12
9498,3,0,NA,0,7,0,2,37.5,5
9499,3,0,NA,0,4,0,1,44,10
9500,5,1,NA,0,1,0,3,44,6
9501,4,0,NA,0,7,0,2,50,15
9502,6,0,NA,0,5,0,2,10,4
9503,3,0,NA,0,3,0,1,30,1
9504,6,0,NA,0,5,0,3,NA,10
9505,2,0,NA,0,7,0,1,39,6
9506,4,0,NA,0,5,0,5,35,20
9507,5,0,NA,0,5,0,3,20,6
9508,5,0,NA,0,3,0,2,NA,2
9509,4,0,NA,0,5,0,3,35,5
9510,2,0,NA,0,2,0,2,NA,3
9511,7,0,NA,0,6,0,2,NA,12
9512,5,0,NA,0,3,0,3,NA,10
9513,1,0,NA,0,3,1,2,10,5
9514,3,0,NA,0,5,0,3,40,10
9515,7,0,NA,0,5,0,3,NA,16
9516,6,0,NA,0,6,0,1,NA,50
9517,6,0,NA,0,7,0,3,NA,15
9518,6,0,NA,0,5,0,3,NA,15
9519,5,0,NA,0,3,0,2,37.5,10
9520,2,NA,NA,NA,NA,NA,NA,NA,4
9521,4,0,NA,0,7,0,1,45,10
9522,5,0,NA,0,1,0,1,60,10
9523,4,0,NA,0,7,0,1,NA,2
9524,4,0,NA,0,6,0,2,40,6
9525,5,1,NA,0,7,0,3,32,12
9526,5,0,NA,0,2,0,2,NA,50
9527,2,0,NA,0,2,0,2,40,10
9528,2,1,NA,0,4,0,3,30,10
9529,5,0,NA,0,7,0,2,20,30
9530,5,0,NA,0,7,1,3,2,200
9531,4,0,NA,0,6,0,3,37.5,15
9532,4,0,NA,0,7,0,1,60,6
9533,5,0,NA,0,4,0,3,35,10
9534,4,0,NA,0,4,0,1,40,5
9535,6,0,NA,0,5,0,1,NA,10
9536,1,0,NA,0,5,0,3,40,6
9537,2,1,NA,0,1,0,3,42.5,5
9538,7,0,NA,0,3,0,2,NA,17
9539,6,0,NA,0,4,0,1,NA,6
9540,1,0,0,0,3,0,1,37.5,25
9541,7,0,NA,0,5,0,4,NA,15
9542,4,1,NA,0,4,0,2,NA,10
9543,6,0,NA,0,5,0,2,NA,2
9544,1,0,NA,0,5,0,2,25,6
9545,5,0,NA,1,3,0,4,NA,1
9546,5,0,NA,0,2,0,1,40,10
9547,4,1,1,0,NA,0,NA,50,60
9548,4,0,NA,0,7,0,2,40,15
9549,4,0,NA,0,4,0,1,60,10
9550,4,0,NA,0,6,0,2,40,10
9551,7,0,NA,0,7,0,2,NA,7
9552,4,0,NA,0,6,1,4,3,0
9553,7,1,NA,0,7,0,2,NA,15
9554,1,0,NA,0,7,1,1,40,5
9555,3,0,NA,0,3,0,2,20,20
9556,3,0,NA,0,4,0,2,35,6
9557,3,0,NA,0,7,0,2,40,2
9558,6,0,NA,0,2,0,2,NA,10
9559,7,0,NA,0,5,0,1,NA,4
9560,1,1,0,0,7,1,2,12,5
9561,5,1,NA,0,5,0,2,40,15
9562,2,0,NA,0,4,0,2,40,5
9563,2,0,NA,0,5,0,2,40,10
9564,5,0,NA,0,5,0,2,40,3
9565,7,0,NA,0,3,0,2,NA,5
9566,3,0,NA,0,2,0,1,40,20
9567,3,0,NA,0,5,0,1,NA,4
9568,2,0,NA,0,6,0,1,50,50
9569,1,0,0,0,7,1,3,10,20
9570,4,0,NA,0,4,0,2,NA,6
9571,3,0,NA,0,5,0,1,40,9
9572,6,0,NA,0,3,0,1,NA,6
9573,6,0,NA,0,4,0,1,40,7
9574,6,0,NA,0,7,0,2,12,8
9575,7,0,NA,0,5,0,3,NA,6
9576,3,NA,NA,NA,NA,0,2,50,10
9577,3,0,NA,0,6,0,1,40,0
9578,1,0,NA,0,4,1,3,35,10
9579,4,0,NA,0,6,0,2,40,5
9580,4,0,NA,0,5,0,2,15,1
9581,3,1,NA,0,7,0,1,50,30
9582,3,0,NA,0,6,0,2,NA,13
9583,2,0,NA,0,3,0,2,40,10
9584,2,0,NA,0,3,1,2,36,10
9585,2,0,NA,0,5,0,2,37.5,6
9586,3,0,NA,0,5,0,2,NA,10
9587,4,0,NA,0,7,0,1,38,3
9588,6,0,NA,0,3,0,2,NA,10
9589,4,1,NA,0,5,0,2,37.5,10
9590,1,0,NA,0,7,0,2,40,5
9591,1,0,NA,0,5,1,2,NA,10
9592,4,1,NA,0,4,0,2,50,10
9593,5,0,NA,0,4,0,1,35,7
9594,3,0,NA,0,5,0,4,NA,50
9595,6,1,NA,0,7,0,1,NA,12
9596,6,0,NA,0,3,0,2,NA,1
9597,7,0,NA,0,6,0,1,NA,15
9598,1,0,NA,0,7,1,1,3,4
9599,7,0,NA,0,5,0,3,NA,5
9600,3,0,NA,0,4,0,1,37.5,8
9601,7,0,NA,0,3,0,1,NA,8
9602,7,0,NA,0,7,0,3,NA,4
9603,4,0,NA,0,5,0,3,40,10
9604,4,1,NA,0,4,0,1,30,24
9605,5,0,NA,0,7,0,2,35,7
9606,7,0,NA,0,1,0,1,NA,5
9607,5,0,NA,0,4,0,2,4,20
9608,1,0,NA,0,3,0,3,40,5
9609,7,0,NA,0,2,0,1,NA,4
9610,7,0,NA,0,7,0,2,NA,1
9611,4,0,NA,0,5,0,2,30,5
9612,7,0,NA,0,7,0,2,NA,8
9613,7,0,NA,0,5,0,2,NA,8
9614,2,0,NA,0,4,0,1,30,6
9615,4,0,NA,0,3,0,4,7,2
9616,7,0,NA,0,5,0,1,NA,2
9617,2,0,NA,0,3,0,2,40,10
9618,1,0,NA,1,5,1,1,8,8
9619,5,0,NA,0,5,0,3,15,10
9620,3,0,0,0,6,0,3,37.5,25
9621,3,0,NA,0,7,0,4,40,5
9622,3,0,NA,0,2,0,3,50,5
9623,5,0,NA,0,1,0,2,4,6
9624,5,0,NA,0,7,0,3,NA,2
9625,5,0,NA,0,3,0,1,NA,9
9626,4,0,NA,0,3,0,1,50,8
9627,1,0,NA,0,5,0,2,25,4
9628,5,1,NA,0,4,0,2,37.5,12
9629,5,0,NA,0,3,0,2,NA,2
9630,2,0,NA,0,2,0,2,36,25
9631,5,1,NA,0,5,0,3,NA,6
9632,4,0,NA,0,3,0,1,40,10
9633,2,0,NA,0,4,0,1,40,20
9634,3,0,1,0,7,0,3,40,5
9635,7,0,NA,0,7,0,2,NA,50
9636,6,0,NA,0,7,0,2,NA,5
9637,3,0,NA,0,5,0,2,40,5
9638,4,0,NA,0,7,0,2,NA,20
9639,2,0,NA,0,4,0,2,38,2
9640,3,1,NA,0,6,0,2,25,5
9641,5,1,NA,0,7,0,5,NA,3
9642,7,0,NA,0,4,0,5,NA,0
9643,1,0,0,0,5,1,5,NA,2
9644,7,0,NA,0,2,0,2,NA,10
9645,4,0,NA,0,5,0,2,35,20
9646,1,0,NA,0,6,1,2,NA,12
9647,6,0,NA,0,5,0,1,37,6
9648,3,0,NA,1,2,0,2,40,4
9649,2,0,NA,0,6,0,1,40,10
9650,7,0,NA,0,7,0,2,NA,20
9651,3,0,NA,0,5,0,3,37.5,3
9652,3,0,NA,0,5,0,3,NA,4
9653,5,1,NA,0,4,0,3,60,20
9654,2,0,NA,0,6,0,3,45,10
9655,3,0,NA,0,6,0,5,NA,10
9656,5,0,NA,0,7,0,3,NA,20
9657,1,0,NA,0,4,1,3,15,6
9658,4,0,NA,0,7,0,2,40,3
9659,4,0,NA,0,2,0,2,45,20
9660,2,0,NA,0,5,0,1,40,2
9661,3,1,0,0,5,0,3,42.5,3
9662,1,0,NA,0,7,1,3,37.5,10
9663,2,0,NA,0,5,1,2,40,6
9664,4,0,NA,0,7,0,1,40,6
9665,6,0,NA,0,7,0,3,NA,4
9666,5,0,NA,0,7,0,2,40,25
9667,2,0,NA,0,4,1,1,40,5
9668,3,0,NA,0,2,0,2,34,4
9669,2,0,NA,0,3,0,2,40,5
9670,2,0,NA,0,5,0,1,40,2
9671,7,0,NA,0,7,0,3,NA,5
9672,6,1,NA,0,7,0,2,NA,12
9673,1,0,NA,0,5,1,2,NA,20
9674,5,0,NA,0,6,0,1,NA,25
9675,3,0,NA,0,7,0,1,50,4
9676,2,0,NA,0,7,1,1,30,3
9677,4,0,NA,0,3,0,1,60,6
9678,7,0,0,0,7,0,2,NA,20
9679,3,0,NA,0,7,0,3,NA,5
9680,6,0,NA,0,5,0,1,60,10
9681,3,0,NA,0,6,0,2,50,20
9682,5,0,0,0,5,0,1,42,15
9683,6,0,NA,0,7,0,1,NA,1
9684,3,0,NA,0,7,0,1,30,30
9685,6,0,NA,0,5,0,3,NA,15
9686,7,0,NA,0,5,0,2,NA,5
9687,7,0,NA,0,6,0,3,NA,10
9688,1,0,NA,0,3,1,2,NA,40
9689,5,1,NA,0,6,0,4,NA,4
9690,7,0,NA,0,7,0,2,NA,20
9691,5,0,NA,0,3,0,1,41.5,6
9692,5,0,NA,0,2,0,2,40,10
9693,5,1,NA,0,7,0,3,60,20
9694,1,1,NA,0,5,1,4,18,5
9695,2,1,NA,0,5,0,3,40,1
9696,6,0,NA,0,7,0,2,NA,8
9697,6,0,NA,0,5,0,3,NA,9
9698,4,0,1,0,3,0,3,NA,10
9699,5,0,NA,0,7,0,1,40,NA
9700,6,0,NA,0,6,0,1,NA,11
9701,5,0,NA,0,1,0,3,12,10
9702,6,0,NA,0,1,0,1,12,5
9703,4,0,NA,0,3,1,3,40,2
9704,3,0,NA,0,3,0,2,40,7
9705,7,0,NA,0,7,0,3,NA,NA
9706,1,0,NA,0,7,1,2,NA,3
9707,3,0,NA,0,7,0,2,35,5
9708,6,0,NA,0,5,0,1,NA,15
9709,3,0,NA,0,3,0,1,65,10
9710,5,0,NA,0,5,0,2,40,10
9711,5,0,NA,0,5,0,2,35,20
9712,1,0,NA,0,5,1,1,40,8
9713,3,0,NA,0,4,0,1,25,25
9714,5,0,NA,0,4,0,2,45,20
9715,7,1,NA,0,7,0,3,NA,3
9716,6,0,NA,0,3,0,3,10,10
9717,7,0,NA,0,5,0,3,NA,24
9718,4,0,NA,0,7,0,2,30,100
9719,6,0,NA,0,4,0,2,NA,10
9720,5,0,NA,0,6,0,2,35,30
9721,2,0,NA,0,6,0,2,40,5
9722,3,0,NA,0,4,0,4,40,4
9723,5,0,NA,0,7,0,1,40,3
9724,5,0,NA,0,2,0,2,20,2
9725,5,1,NA,0,5,0,2,NA,1
9726,3,1,NA,0,4,0,3,NA,2
9727,1,1,NA,0,6,0,1,27.5,10
9728,6,0,NA,0,1,0,1,NA,4
9729,4,0,NA,0,2,0,2,42,12
9730,4,1,NA,0,6,0,2,35,10
9731,3,0,0,0,3,0,1,44,12
9732,1,0,NA,0,7,1,1,8,30
9733,5,0,NA,0,5,0,3,40,12
9734,4,0,NA,0,4,0,2,40,10
9735,6,0,NA,0,5,0,2,NA,5
9736,4,0,NA,0,7,0,2,42.5,12
9737,3,0,NA,0,6,0,1,40,6
9738,1,1,NA,0,4,1,1,30,20
9739,2,1,NA,0,7,1,4,35,15
9740,6,0,NA,0,1,0,1,NA,10
9741,2,0,NA,0,5,0,2,40,3
9742,3,0,NA,0,4,1,2,NA,3
9743,6,0,NA,0,5,0,3,NA,10
9744,1,0,NA,0,4,1,3,7,100
9745,7,0,NA,0,3,0,2,NA,5
9746,5,0,NA,0,4,0,3,50,3
9747,2,0,1,0,7,0,3,20,20
9748,1,1,1,0,7,1,4,NA,5
9749,5,0,NA,0,5,0,4,NA,5
9750,7,0,NA,0,7,0,2,NA,8
9751,3,0,NA,0,5,0,3,40,6
9752,4,0,NA,0,1,0,1,67,20
9753,6,0,NA,0,5,0,2,NA,20
9754,6,0,NA,0,1,0,1,20,12
9755,5,0,NA,0,5,0,3,35,30
9756,4,0,NA,0,4,0,2,35,50
9757,3,0,1,0,5,0,2,28,5
9758,1,0,NA,1,3,1,1,16,16
9759,5,0,NA,0,2,0,1,80,10
9760,4,1,NA,0,7,0,3,30,10
9761,1,0,NA,0,5,0,3,37.5,8
9762,6,0,NA,0,5,0,3,NA,1
9763,5,0,NA,0,5,0,2,40,8
9764,5,0,NA,0,7,0,3,NA,5
9765,4,0,NA,0,7,0,3,NA,50
9766,7,0,NA,0,7,0,3,NA,1
9767,1,0,NA,0,5,0,4,NA,12
9768,6,0,NA,0,7,0,2,NA,50
9769,1,0,NA,0,7,1,2,NA,2
9770,3,0,0,0,3,0,3,40,12
9771,5,0,NA,0,7,0,3,24,18
9772,7,0,NA,0,5,0,1,NA,10
9773,3,0,NA,0,7,1,3,55,20
9774,3,0,NA,0,6,0,1,40,2
9775,3,0,NA,0,3,0,1,55,10
9776,2,NA,NA,NA,NA,NA,NA,NA,10
9777,5,0,NA,0,3,0,1,40,6
9778,5,1,NA,0,3,0,1,25,30
9779,3,0,NA,0,7,0,3,40,15
9780,5,1,NA,0,5,0,2,40,3
9781,7,0,NA,0,1,0,1,NA,50
9782,7,0,NA,0,5,0,3,NA,4
9783,3,0,NA,0,2,0,1,40,25
9784,3,0,NA,0,7,0,2,40,2
9785,6,0,NA,0,3,0,2,NA,10
9786,4,0,NA,0,7,0,1,60,50
9787,5,0,NA,0,3,0,3,NA,2
9788,6,0,NA,0,5,0,1,NA,6
9789,1,0,NA,0,7,1,3,NA,6
9790,4,0,NA,0,4,0,4,53,0
9791,3,1,NA,0,6,0,1,35,6
9792,6,0,NA,0,5,0,3,NA,8
9793,1,0,NA,0,7,1,3,NA,NA
9794,7,0,NA,0,4,0,4,NA,1
9795,5,0,NA,0,2,0,2,NA,1
9796,6,0,NA,0,7,0,1,NA,0
9797,2,0,NA,0,3,0,1,40,6
9798,3,0,NA,0,3,0,2,NA,10
9799,7,0,NA,0,5,0,1,NA,2
9800,2,0,0,0,2,0,2,50,20
9801,5,0,NA,0,3,0,1,40,15
9802,4,0,NA,0,7,0,2,30,2
9803,2,0,NA,0,4,0,2,20,6
9804,4,0,NA,0,5,0,2,40,3
9805,5,0,NA,0,4,0,1,35,25
9806,6,0,NA,0,5,0,1,NA,30
9807,4,0,NA,0,4,0,3,NA,1
9808,1,0,NA,0,7,0,2,35,50
9809,2,0,NA,0,4,0,1,42,15
9810,5,0,NA,0,5,0,1,26,15
9811,6,0,0,0,3,0,2,20,12
9812,3,0,NA,0,7,0,1,NA,6
9813,1,0,NA,0,6,1,3,8,1
9814,5,1,NA,0,5,0,3,NA,3
9815,4,0,NA,0,3,0,1,40,14
9816,7,0,NA,0,1,0,1,NA,2
9817,7,0,NA,0,3,0,2,NA,12
9818,3,0,1,0,5,0,4,50,200
9819,3,1,NA,0,7,0,2,40,10
9820,4,0,NA,0,6,0,1,NA,6
9821,3,0,1,0,3,0,2,60,3
9822,4,0,NA,0,7,0,1,60,40
9823,2,0,0,0,6,0,3,40,3
9824,1,0,NA,0,5,1,3,35,10
9825,3,0,NA,0,5,0,3,24,10
9826,1,1,NA,0,4,0,2,40,5
9827,3,0,NA,0,2,0,4,70,12
9828,5,0,NA,0,5,0,1,50,4
9829,5,0,NA,0,3,0,2,40,2
9830,5,0,NA,0,3,0,2,NA,15
9831,1,0,NA,0,7,1,3,NA,8
9832,6,0,NA,0,1,0,1,NA,8
9833,3,0,NA,0,4,0,1,48,12
9834,5,0,NA,0,6,0,2,NA,11
9835,7,0,NA,0,6,0,1,NA,3
9836,3,0,NA,0,5,0,1,40,3
9837,3,0,NA,0,4,0,1,50,15
9838,6,1,NA,0,5,0,2,NA,2
9839,4,0,NA,0,7,0,1,NA,12
9840,4,0,NA,0,3,0,3,20,4
9841,3,0,NA,0,7,1,2,37.5,10
9842,1,0,NA,0,5,1,1,42,2
9843,6,0,NA,0,3,0,2,NA,10
9844,2,0,NA,0,3,0,1,50,10
9845,1,0,NA,0,3,1,1,16,10
9846,7,0,NA,0,7,0,1,NA,25
9847,4,0,NA,0,7,0,2,NA,5
9848,6,0,NA,0,2,0,3,20,NA
9849,3,1,1,0,7,0,3,25,3
9850,7,0,NA,0,5,0,1,NA,3
9851,4,0,NA,0,5,0,2,50,2
9852,5,0,NA,0,1,0,1,NA,15
9853,6,0,NA,0,4,0,2,NA,8
9854,4,0,NA,0,4,0,2,50,10
9855,6,0,NA,0,7,0,NA,NA,7
9856,5,0,NA,0,2,0,2,NA,12
9857,4,0,NA,0,3,0,1,60,10
9858,5,0,NA,0,7,0,2,30,40
9859,1,1,0,0,5,1,3,15,10
9860,5,1,NA,0,3,0,1,37.5,12
9861,5,0,NA,0,6,0,1,40,10
9862,3,0,NA,0,1,0,1,40,10
9863,7,0,NA,0,5,0,2,NA,15
9864,1,0,NA,0,5,0,2,37.5,10
9865,5,0,NA,0,7,0,1,NA,4
9866,3,0,NA,0,3,0,2,30,2
9867,7,0,NA,0,7,0,4,NA,25
9868,6,0,NA,0,7,0,3,NA,10
9869,2,0,NA,0,6,0,1,62,15
9870,2,0,NA,0,6,0,1,35,12
9871,3,0,NA,0,3,0,2,40,2
9872,3,0,NA,0,7,0,2,75,10
9873,6,0,NA,0,NA,0,2,NA,15
9874,6,0,NA,0,2,0,3,NA,25
9875,6,0,NA,0,2,0,2,NA,5
9876,4,0,NA,0,7,0,2,NA,NA
9877,4,0,NA,0,5,0,2,10,6
9878,2,0,0,0,6,0,1,37,6
9879,5,0,NA,0,2,0,1,35,10
9880,4,0,NA,0,3,0,1,40,5
9881,7,0,NA,0,1,0,2,5,6
9882,6,0,NA,0,7,0,1,NA,1
9883,3,0,NA,0,7,0,2,40,20
9884,5,1,NA,0,5,0,3,40,9
9885,4,0,NA,0,3,0,2,40,10
9886,6,0,NA,0,7,0,1,NA,50
9887,1,NA,NA,NA,NA,NA,NA,NA,5
9888,4,0,NA,0,3,0,2,60,40
9889,1,0,NA,0,4,1,2,15,5
9890,3,0,NA,0,5,0,3,84,20
9891,5,0,NA,0,5,0,1,NA,12
9892,4,0,0,0,2,0,1,40,10
9893,4,0,NA,0,5,0,2,8,4
9894,1,0,NA,0,5,0,1,40,5
9895,3,0,NA,0,3,1,2,40,4
9896,3,0,NA,0,4,0,3,40,10
9897,6,0,NA,0,3,0,1,4,15
9898,1,0,NA,0,5,0,1,30,5
9899,7,0,NA,0,7,0,1,NA,6
9900,3,0,NA,0,5,0,1,35,10
9901,7,0,NA,0,1,0,2,NA,3
9902,3,0,NA,0,6,0,1,40,20
9903,7,0,NA,0,3,0,2,NA,2
9904,3,1,1,0,5,0,4,18,25
9905,1,0,NA,0,6,1,3,40,6
9906,1,0,NA,0,5,1,1,12,20
9907,6,1,NA,0,6,0,1,15,3
9908,4,0,NA,0,7,1,2,60,20
9909,5,0,NA,0,5,0,1,40,100
9910,5,1,NA,0,3,0,1,40,6
9911,3,1,NA,0,7,0,2,40,20
9912,3,0,NA,0,7,0,1,24,10
9913,1,0,NA,0,5,1,1,45,2
9914,4,0,NA,0,5,0,2,30,NA
9915,4,0,NA,0,5,0,3,40,6
9916,5,0,NA,0,7,0,2,40,10
