caseid,age,if_discrim,if_cyber_bullying,if_drugs,if_drink,if_school_attandence,if_mental_healthy,working_hour_weekly,number_relative_friends
26907,2,0,NA,0,7,0,2,37.5,6
26908,2,1,NA,0,5,1,2,40,5
26909,5,0,NA,0,4,0,3,35,6
26910,5,0,NA,0,5,0,3,30,6
26911,5,0,NA,0,7,0,1,NA,10
26912,6,0,NA,0,7,0,3,NA,24
26913,5,0,NA,0,2,0,2,NA,2
26914,5,0,NA,0,3,0,2,30,10
26915,2,0,NA,0,3,0,1,40,10
26916,5,0,NA,0,1,0,2,12,4
26917,7,0,NA,0,3,0,3,NA,15
26918,2,0,NA,0,7,0,2,NA,40
26919,6,1,NA,0,1,0,2,20,12
26920,7,0,NA,0,7,0,2,NA,4
26921,3,0,NA,0,7,0,1,10,10
26922,6,0,NA,0,3,0,2,NA,15
26923,6,0,NA,0,3,0,2,NA,3
26924,3,0,NA,0,5,0,1,42,8
26925,6,0,NA,0,2,0,1,NA,10
26926,3,1,NA,0,2,1,2,40,20
26927,6,0,NA,0,2,0,3,NA,6
26928,4,1,NA,0,6,0,2,NA,5
26929,7,0,NA,0,1,0,2,NA,4
26930,1,1,1,0,6,1,1,NA,20
26931,6,0,NA,0,4,0,1,NA,4
26932,2,1,NA,1,2,0,3,60,5
26933,4,0,NA,0,3,0,2,37.5,10
26934,5,0,NA,0,6,0,1,60,20
26935,3,0,NA,0,2,0,3,50,12
26936,3,0,NA,0,4,0,1,35,5
26937,5,0,NA,0,5,0,1,NA,8
26938,7,0,NA,0,7,0,3,NA,NA
26939,5,0,NA,0,5,0,1,20,20
26940,3,0,NA,0,7,0,2,NA,7
26941,1,0,NA,0,3,1,1,30,20
26942,5,0,1,0,4,0,3,40,10
26943,5,0,NA,0,7,0,2,70,50
26944,5,1,NA,0,1,0,2,40,5
26945,6,0,NA,0,5,0,3,NA,7
26946,3,1,NA,0,7,1,1,NA,10
26947,3,0,NA,0,5,0,3,24,3
26948,5,0,NA,0,5,0,3,NA,4
26949,4,1,NA,0,4,0,2,NA,4
26950,3,0,NA,0,4,0,3,50,20
26951,6,0,NA,0,7,0,3,NA,5
26952,5,0,0,0,2,0,1,20,12
26953,2,0,NA,0,5,0,3,40,2
26954,5,0,NA,0,3,0,1,40,10
26955,5,0,NA,0,4,0,3,40,8
26956,4,0,NA,0,3,0,1,45,5
26957,6,0,NA,0,4,1,1,NA,6
26958,7,0,NA,0,5,0,2,NA,10
26959,5,0,NA,0,7,0,2,36,1
26960,7,0,NA,0,5,0,1,40,20
26961,5,0,NA,0,3,0,1,40,20
26962,2,0,NA,0,4,0,1,35,5
26963,4,0,NA,0,1,0,4,28,6
26964,7,0,NA,0,1,0,2,NA,20
26965,3,0,NA,0,4,0,2,40,10
26966,6,0,NA,0,7,0,2,NA,2
26967,7,0,NA,0,5,0,3,NA,10
26968,2,1,NA,0,3,0,2,65,15
26969,1,0,NA,0,6,1,2,NA,10
26970,3,0,1,0,6,0,3,60,5
26971,3,0,NA,0,3,0,2,50,10
26972,6,0,NA,0,7,0,1,NA,6
26973,2,0,0,0,5,0,1,40,50
26974,6,0,NA,0,1,0,1,NA,30
26975,6,0,NA,0,6,0,2,NA,10
26976,2,0,NA,0,7,0,1,40,15
26977,3,0,1,0,4,0,2,40,1
26978,5,0,1,0,5,0,2,30,12
26979,2,0,NA,0,5,1,1,22.5,10
26980,5,1,NA,0,7,0,3,37,3
26981,1,1,NA,0,7,1,2,25,14
26982,6,0,NA,0,2,0,1,NA,20
26983,1,0,0,0,4,1,1,20,1
26984,5,0,NA,0,3,0,1,10,20
26985,4,0,NA,0,4,0,2,40,6
26986,2,0,NA,0,3,0,1,50,10
26987,3,0,NA,0,5,0,2,37.5,50
26988,1,1,NA,0,6,0,3,35,10
26989,1,0,NA,0,6,1,2,14,7
26990,1,0,NA,0,5,1,1,NA,10
26991,2,1,NA,0,3,0,2,40,6
26992,6,0,NA,0,4,0,2,10,6
26993,6,0,NA,0,4,0,3,NA,8
26994,3,0,NA,0,2,0,2,37.5,5
26995,4,0,NA,0,7,0,3,NA,12
26996,4,0,1,0,4,0,2,50,25
26997,5,0,NA,0,4,0,2,84,20
26998,5,0,NA,0,3,0,1,60,30
26999,3,0,NA,0,7,0,2,36,10
27000,7,0,NA,0,3,0,1,NA,5
27001,4,0,NA,0,3,0,2,20,6
27002,7,0,NA,NA,NA,0,1,NA,2
27003,4,0,NA,0,3,0,3,50,2
27004,6,0,NA,0,7,0,3,NA,5
27005,6,0,NA,0,3,0,3,25,20
27006,2,1,NA,0,6,0,3,60,10
27007,2,0,NA,0,2,0,2,40,7
27008,3,0,NA,0,7,0,1,15,20
27009,7,0,NA,0,6,0,2,NA,1
27010,3,0,NA,0,7,0,5,30,2
27011,5,1,NA,0,7,0,2,30,10
27012,1,0,NA,0,7,1,3,NA,15
27013,4,0,NA,0,7,0,1,40,2
27014,5,0,NA,0,5,0,2,NA,20
27015,5,0,NA,0,3,0,2,5.5,15
27016,1,0,NA,0,7,0,2,40,5
27017,5,0,NA,0,5,0,3,37.5,3
27018,7,0,NA,0,5,0,2,NA,NA
27019,1,0,NA,0,7,0,1,25,1
27020,4,0,NA,0,6,0,1,40,10
27021,5,1,NA,NA,NA,0,3,NA,4
27022,2,0,NA,0,4,0,2,40,10
27023,4,0,NA,0,4,0,2,10,25
27024,1,0,NA,0,4,1,1,25,10
27025,3,NA,NA,NA,3,1,2,25,5
27026,4,0,NA,0,5,0,2,40,6
27027,6,0,NA,0,7,0,1,NA,2
27028,6,0,NA,0,2,0,1,NA,12
27029,5,0,NA,0,5,0,1,40,50
27030,6,0,NA,0,3,0,3,NA,2
27031,1,0,NA,0,6,0,1,50,10
27032,4,1,NA,0,7,1,3,NA,50
27033,4,0,NA,0,4,0,1,40,10
27034,5,0,NA,0,7,0,3,NA,10
27035,6,0,NA,0,7,0,2,NA,4
27036,6,0,NA,0,7,0,1,30,10
27037,2,0,NA,0,3,0,2,80,5
27038,5,0,NA,0,4,0,3,32.5,5
27039,6,0,NA,0,4,0,1,35,4
27040,5,0,NA,0,4,0,3,40,6
27041,1,0,NA,0,7,1,1,NA,2
27042,2,0,NA,0,2,0,1,40,10
27043,6,0,NA,0,6,0,2,NA,12
27044,2,0,NA,0,4,0,1,40,15
27045,7,0,NA,0,6,0,2,NA,1
27046,5,0,NA,0,5,0,3,20,7
27047,7,0,NA,0,5,0,2,NA,20
27048,4,0,NA,0,4,0,1,40,20
27049,5,1,NA,0,5,0,2,NA,3
27050,4,0,NA,0,4,0,2,NA,20
27051,5,0,NA,0,5,0,3,NA,10
27052,1,0,NA,0,5,1,5,2,10
27053,3,0,NA,0,3,0,2,55,4
27054,3,0,NA,0,3,0,2,50,4
27055,3,1,NA,0,4,1,3,20,8
27056,6,1,NA,0,2,0,1,NA,10
27057,4,0,NA,0,6,0,3,40,15
27058,6,0,NA,0,4,0,1,NA,1
27059,2,0,NA,0,7,0,3,40,10
27060,4,0,0,0,4,0,1,27.5,15
27061,5,1,NA,0,4,0,1,35,8
27062,1,0,NA,1,3,0,3,60,5
27063,3,0,NA,0,3,0,1,35,10
27064,6,0,NA,0,5,0,2,NA,10
27065,5,0,NA,0,1,0,1,35,15
27066,4,0,0,0,5,0,2,20,2
27067,1,0,NA,0,5,1,4,45,10
27068,3,1,NA,0,5,0,2,40,50
27069,3,0,NA,0,5,0,1,40,3
27070,7,0,NA,0,5,0,4,NA,12
27071,4,0,NA,0,3,0,2,40,6
27072,6,0,NA,0,7,0,5,NA,2
27073,4,0,NA,0,5,0,2,40,NA
27074,6,0,NA,0,1,0,3,NA,5
27075,6,0,NA,0,4,0,2,NA,5
27076,4,0,NA,0,5,0,1,60,4
27077,5,0,NA,0,7,0,1,40,9
27078,3,0,0,0,2,0,1,40,10
27079,2,1,NA,0,2,0,2,40,6
27080,4,0,NA,0,4,0,1,40,5
27081,3,0,NA,0,4,0,3,40,4
27082,6,0,NA,0,3,0,3,NA,2
27083,3,0,NA,0,2,0,1,40,10
27084,6,0,NA,0,7,0,1,NA,10
27085,1,0,NA,0,7,1,1,30,3
27086,6,0,1,0,5,0,1,35,5
27087,7,0,NA,0,6,0,2,NA,8
27088,4,0,1,0,4,0,3,40,15
27089,2,0,NA,0,4,0,4,30,NA
27090,2,0,NA,0,7,0,3,NA,10
27091,5,0,NA,0,1,0,1,NA,1
27092,6,0,NA,0,3,0,1,37.5,10
27093,4,0,NA,0,5,0,2,60,12
27094,3,0,NA,0,5,0,2,30,5
27095,3,0,0,0,1,0,3,20,3
27096,3,0,NA,0,5,0,1,24,30
27097,2,0,NA,0,5,1,4,20,2
27098,5,0,NA,0,6,0,2,40,12
27099,5,0,NA,0,5,0,2,NA,10
27100,6,0,NA,0,5,0,2,NA,6
27101,2,1,NA,0,4,0,2,45,10
27102,4,0,NA,0,1,0,1,45,10
27103,1,0,NA,0,7,1,4,NA,5
27104,4,0,NA,0,3,0,1,33,5
27105,4,0,NA,0,5,0,2,37,3
27106,6,0,NA,0,6,0,3,36,4
27107,6,0,NA,0,7,0,3,NA,6
27108,6,0,NA,0,7,0,1,15,6
27109,7,0,NA,0,3,0,2,NA,100
27110,6,0,NA,0,1,0,2,NA,5
27111,2,0,0,0,3,0,2,35,4
27112,5,0,NA,0,5,0,4,70,10
27113,1,1,NA,0,5,0,1,NA,15
27114,1,0,NA,0,5,1,1,37.5,20
27115,3,0,NA,0,4,0,3,40,5
27116,2,0,NA,0,3,1,1,37.5,10
27117,4,0,NA,0,5,0,1,50,20
27118,4,0,NA,0,4,0,1,60,3
27119,3,0,NA,0,6,0,1,40,7
27120,6,0,NA,0,4,0,3,NA,20
27121,5,0,NA,0,5,0,3,NA,20
27122,5,0,NA,0,7,0,1,NA,10
27123,2,0,NA,0,5,0,3,NA,12
27124,1,0,NA,0,5,1,4,NA,4
27125,4,0,NA,0,2,0,2,60,15
27126,5,0,NA,0,1,0,1,40,6
27127,5,0,NA,0,6,0,2,NA,5
27128,5,0,NA,0,4,0,1,85,200
27129,3,0,NA,0,3,0,3,50,4
27130,7,0,NA,0,6,0,1,NA,6
27131,6,0,NA,0,7,0,1,35,NA
27132,1,0,NA,0,7,1,1,3,8
27133,3,0,NA,0,3,0,3,45,5
27134,4,0,NA,0,1,0,3,60,1
27135,3,0,NA,0,4,0,3,40,5
27136,1,0,NA,0,7,1,1,20,2
27137,4,0,NA,0,4,0,1,35,50
27138,4,0,NA,0,2,0,2,25,40
27139,6,0,NA,0,5,0,1,NA,12
27140,4,1,NA,0,7,0,4,20,3
27141,1,0,0,0,5,1,2,8,5
27142,2,1,NA,0,5,1,1,45,10
27143,5,0,NA,0,7,0,1,NA,20
27144,2,0,NA,0,3,0,1,40,75
27145,4,0,NA,0,4,0,4,27.5,2
27146,6,0,NA,0,1,0,1,NA,6
27147,4,1,NA,0,5,0,3,35,3
27148,4,0,NA,0,4,0,1,35,8
27149,5,0,NA,0,7,0,1,45,2
27150,4,0,NA,0,5,0,2,36,10
27151,4,1,NA,0,5,0,1,34,2
27152,3,1,NA,0,5,0,1,40,20
27153,7,0,NA,0,7,0,3,NA,5
27154,6,0,NA,0,7,0,3,NA,2
27155,4,0,NA,0,4,0,3,NA,10
27156,5,0,NA,0,4,0,1,NA,35
27157,7,0,NA,0,1,0,2,NA,5
27158,4,0,NA,0,2,0,3,35,10
27159,6,0,NA,0,3,0,2,NA,8
27160,1,0,NA,0,7,1,1,25,10
27161,4,0,NA,0,5,0,3,40,6
27162,6,0,NA,0,5,0,2,NA,10
27163,5,0,NA,0,2,0,3,70,20
27164,2,1,0,0,5,0,3,50,75
27165,7,0,NA,0,3,0,2,NA,0
27166,7,0,NA,0,5,0,3,NA,10
27167,2,0,NA,0,2,0,1,42,3
27168,5,0,NA,0,7,0,1,30,3
27169,1,0,NA,0,7,1,1,40,25
27170,6,0,NA,0,3,0,3,28,6
27171,1,0,NA,0,2,1,1,30,6
27172,2,1,NA,0,4,0,1,45,2
27173,5,0,NA,0,6,0,2,50,30
27174,6,0,NA,0,7,0,1,NA,1
27175,4,0,NA,0,4,0,2,40,10
27176,5,0,NA,0,4,0,2,NA,5
27177,5,0,NA,0,7,0,1,50,5
27178,7,0,NA,0,7,0,3,NA,10
27179,4,0,NA,0,7,0,3,NA,7
27180,5,1,NA,0,7,1,2,40,20
27181,2,0,NA,0,4,0,2,44,3
27182,4,1,NA,0,6,0,2,20,5
27183,4,0,NA,0,3,0,1,32,5
27184,6,0,NA,0,2,0,2,NA,6
27185,4,0,1,0,6,0,3,45,40
27186,5,0,NA,0,5,0,2,37.5,6
27187,5,0,NA,0,5,0,1,NA,10
27188,5,0,NA,0,4,0,2,NA,30
27189,2,0,NA,0,4,1,4,40,10
27190,3,0,NA,0,5,0,3,25,50
27191,3,0,NA,0,5,0,1,70,20
27192,1,0,NA,0,4,0,2,40,10
27193,4,0,NA,0,5,0,3,30,4
27194,1,0,NA,0,6,0,3,40,2
27195,7,0,NA,0,4,0,1,NA,6
27196,5,0,NA,0,7,0,1,NA,20
27197,5,0,NA,0,5,0,2,40,5
27198,5,1,NA,0,6,0,2,NA,15
27199,5,0,NA,0,7,0,1,20,20
27200,2,0,NA,0,6,0,1,86,12
27201,3,1,NA,0,1,0,1,30,3
27202,6,0,NA,0,6,0,1,NA,10
27203,5,0,NA,0,5,0,5,NA,4
27204,4,0,NA,0,3,0,1,45,4
27205,4,0,NA,0,4,0,4,NA,20
27206,5,0,NA,0,6,0,2,NA,10
27207,5,0,NA,0,3,0,1,50,7
27208,5,0,NA,0,2,0,1,60,10
27209,5,0,NA,0,4,0,2,NA,1
27210,7,0,NA,0,3,0,2,NA,6
27211,6,0,NA,0,5,0,2,NA,12
27212,5,0,NA,0,6,0,1,37.5,0
27213,5,0,NA,0,3,0,2,30,20
27214,5,1,1,0,7,0,NA,NA,NA
27215,4,0,NA,0,6,0,2,NA,1
27216,2,0,NA,0,3,0,2,50,20
27217,6,0,NA,0,6,0,2,NA,6
27218,5,0,NA,0,3,0,1,45,4
27219,1,0,NA,0,7,1,4,NA,3
27220,2,1,NA,0,3,0,3,37.5,10
27221,4,0,NA,0,3,0,2,40,10
27222,2,1,NA,0,5,1,4,42,4
27223,5,0,NA,0,7,0,3,35,10
27224,7,0,NA,0,7,0,1,NA,3
27225,6,1,NA,0,6,0,NA,NA,12
27226,3,0,NA,0,5,0,2,NA,3
27227,2,1,NA,0,7,1,1,10,4
27228,6,0,NA,0,7,0,1,NA,2
27229,1,1,NA,0,7,1,2,14,5
27230,4,0,NA,0,5,0,1,39,7
27231,1,0,NA,0,6,1,1,NA,10
27232,1,1,0,0,5,1,3,30,5
27233,7,0,NA,0,6,0,1,NA,10
27234,2,0,0,0,4,1,2,45,15
27235,3,0,NA,0,7,1,2,32,10
27236,5,0,1,0,4,0,1,20,4
27237,4,0,NA,0,3,0,1,35,12
27238,6,0,NA,0,2,0,1,NA,9
27239,7,0,NA,0,5,0,1,NA,12
27240,4,0,NA,0,3,0,1,40,2
27241,5,0,NA,0,6,0,3,40,100
27242,5,0,NA,0,5,0,1,NA,15
27243,5,0,NA,0,7,0,3,NA,2
27244,1,0,NA,0,5,1,2,30,3
27245,3,0,NA,0,2,0,3,50,50
27246,2,0,NA,0,3,0,1,42.5,12
27247,5,0,NA,0,3,0,3,43,20
27248,6,0,NA,0,1,0,2,NA,10
27249,5,0,NA,0,7,0,2,30,6
27250,3,0,NA,0,5,0,5,40,12
27251,5,0,NA,0,4,0,1,40,20
27252,4,0,NA,0,7,0,3,37.5,5
27253,1,0,NA,0,5,1,1,40,5
27254,5,0,NA,0,5,0,2,50,3
27255,7,0,NA,0,5,0,1,40,NA
27256,3,0,NA,0,5,0,3,37.5,2
27257,3,0,1,0,5,0,2,50,10
27258,7,0,NA,0,7,0,3,NA,6
27259,6,0,NA,0,7,0,4,50,4
27260,5,0,NA,0,7,0,2,40,6
27261,7,0,NA,0,6,0,1,NA,3
27262,4,0,NA,0,4,0,1,40,5
27263,2,0,NA,0,2,0,1,50,5
27264,4,0,NA,0,5,0,1,NA,100
27265,7,0,NA,0,3,0,1,NA,12
27266,6,0,NA,0,7,0,1,40,12
27267,4,1,NA,0,2,0,1,20,5
27268,5,1,NA,0,7,0,2,40,0
27269,3,0,1,0,5,0,4,NA,3
27270,3,0,NA,0,3,0,1,40,7
27271,3,0,NA,0,4,0,2,45,30
27272,4,0,0,0,2,0,3,40,2
27273,6,0,NA,0,3,0,3,NA,10
27274,3,0,NA,0,3,0,2,20,20
27275,1,0,NA,0,4,1,3,30,8
27276,3,0,NA,1,2,0,1,40,6
27277,3,0,NA,0,2,0,2,40,5
27278,6,0,NA,0,2,0,2,NA,10
27279,3,1,NA,0,4,0,3,36,0
27280,4,0,NA,0,5,0,3,38,8
27281,7,0,NA,0,5,0,3,NA,2
27282,2,0,NA,0,5,0,2,45,40
27283,1,1,1,0,7,1,3,15,15
27284,2,1,0,0,4,0,2,35,10
27285,7,0,NA,0,1,0,1,20,10
27286,1,1,0,0,5,1,2,NA,5
27287,7,0,NA,0,1,0,1,NA,12
27288,2,0,NA,0,7,1,1,40,100
27289,7,0,NA,0,7,NA,1,NA,50
27290,2,0,NA,0,3,0,2,40,10
27291,6,0,NA,0,5,0,3,NA,6
27292,6,0,NA,0,1,0,2,4.5,3
27293,1,0,NA,0,7,1,1,3,30
27294,5,0,NA,0,6,0,3,NA,4
27295,2,0,NA,0,7,0,2,35,6
27296,7,0,NA,0,1,0,2,NA,3
27297,2,0,NA,0,6,0,2,55,15
27298,3,0,NA,0,5,0,2,48,5
27299,5,0,NA,0,4,0,1,50,5
27300,1,1,NA,0,4,1,3,60,5
27301,4,0,NA,0,3,0,3,NA,5
27302,6,0,NA,0,5,0,1,37.5,4
27303,6,0,NA,0,2,0,1,NA,8
27304,3,0,NA,0,5,0,1,50,3
27305,4,0,NA,0,4,0,3,38,4
27306,1,0,NA,0,6,1,3,21,5
27307,5,0,NA,0,5,0,3,37.5,10
27308,4,0,NA,0,5,0,1,36,8
27309,5,0,NA,0,3,0,2,40,6
27310,7,0,NA,0,1,0,3,NA,6
27311,3,0,NA,0,5,0,1,40,10
27312,2,0,NA,0,5,0,1,40,5
27313,5,0,NA,0,7,0,4,NA,8
27314,2,0,NA,0,7,0,1,45,15
27315,2,0,NA,0,6,0,1,40,2
27316,5,0,NA,0,7,0,3,30,2
27317,3,0,NA,0,5,1,2,35,12
27318,6,0,NA,0,4,0,2,12,10
27319,4,0,0,0,7,0,1,40,15
27320,5,0,NA,0,6,0,2,NA,15
27321,6,0,NA,0,1,0,1,NA,6
27322,3,0,NA,0,7,1,1,40,10
27323,2,0,NA,0,5,0,3,NA,6
27324,7,0,NA,0,5,0,2,NA,2
27325,1,1,NA,0,3,1,2,30,10
27326,6,0,NA,0,3,0,3,NA,5
27327,2,0,NA,0,4,0,3,20,3
27328,6,0,NA,0,1,0,3,NA,2
27329,4,0,NA,0,7,1,3,NA,5
27330,5,0,NA,0,5,0,1,32,10
27331,3,0,NA,0,7,0,2,10,4
27332,6,0,NA,0,7,0,2,NA,4
27333,3,0,NA,0,5,0,1,35,5
27334,6,0,NA,0,1,0,1,NA,20
27335,7,0,NA,0,7,0,3,NA,1
27336,2,0,NA,0,4,0,1,37.5,6
27337,2,0,NA,0,4,0,1,38,10
27338,6,0,NA,0,7,0,2,NA,30
27339,5,0,NA,0,5,0,2,NA,12
27340,5,0,NA,0,5,0,3,40,25
27341,5,0,NA,0,3,0,1,NA,10
27342,6,0,NA,0,3,0,3,NA,12
27343,3,0,NA,0,7,0,3,37.5,2
27344,4,0,0,0,3,0,2,12,20
27345,2,0,NA,0,3,0,4,35,6
27346,7,0,NA,0,7,0,4,NA,10
27347,2,NA,NA,NA,NA,NA,NA,NA,4
27348,2,0,NA,0,3,0,2,55,4
27349,6,0,NA,0,7,0,1,NA,0
27350,3,0,NA,0,5,0,1,20,40
27351,5,0,NA,0,7,0,2,40,6
27352,7,0,NA,0,7,0,4,NA,0
27353,2,0,NA,0,7,0,3,37.5,3
27354,4,0,NA,0,5,0,2,65,10
27355,1,0,NA,0,5,1,3,20,3
27356,2,1,NA,0,4,0,2,10,5
27357,1,0,NA,0,5,1,2,10,15
27358,4,0,NA,0,3,0,2,40,8
27359,5,0,NA,0,5,0,1,12,2
27360,7,0,NA,0,5,0,2,NA,30
27361,5,0,NA,0,1,0,1,16,50
27362,4,0,NA,0,4,1,1,40,10
27363,5,0,NA,0,4,0,2,NA,6
27364,5,0,NA,0,4,0,2,10,10
27365,2,0,NA,0,4,0,2,45,4
27366,3,0,NA,0,2,0,3,45,3
27367,3,0,NA,0,5,0,3,32.5,4
27368,7,0,NA,0,7,0,3,NA,5
27369,4,0,NA,0,1,0,1,50,4
27370,5,0,NA,0,7,0,1,45,6
27371,5,0,NA,0,6,0,4,40,5
27372,6,0,NA,0,7,0,1,NA,30
27373,4,1,NA,0,6,0,4,NA,4
27374,5,0,NA,0,1,0,2,NA,2
27375,6,0,NA,0,6,0,1,NA,30
27376,7,0,NA,0,4,0,3,NA,5
27377,4,0,NA,0,1,0,3,NA,3
27378,5,0,NA,0,6,0,1,40,14
27379,5,0,NA,0,7,0,1,40,3
27380,4,0,NA,0,1,0,2,16,12
27381,7,0,NA,0,7,0,NA,NA,20
27382,5,0,NA,0,3,0,1,55,50
27383,1,0,NA,0,7,0,2,18,7
27384,1,1,NA,1,4,0,3,NA,10
27385,1,0,NA,0,7,1,2,NA,10
27386,5,0,NA,0,1,0,1,NA,10
27387,3,0,NA,0,3,0,2,45,10
27388,7,0,NA,0,7,0,3,NA,10
27389,3,0,NA,0,4,0,1,35,7
27390,3,0,NA,0,5,0,1,35,20
27391,5,0,NA,0,2,0,3,75,10
27392,3,1,NA,0,6,0,3,NA,NA
27393,5,0,NA,0,3,0,1,37.5,12
27394,5,1,NA,0,5,0,3,NA,30
27395,5,1,NA,0,5,1,1,40,6
27396,1,0,NA,0,5,0,1,17.5,7
27397,6,0,NA,0,7,0,3,NA,8
27398,2,0,NA,0,5,0,3,28,10
27399,2,0,NA,0,2,0,2,50,25
27400,4,0,NA,0,1,0,1,NA,3
27401,5,0,NA,0,1,0,1,1,25
27402,5,0,NA,0,7,0,1,NA,6
27403,6,0,NA,0,4,0,3,NA,3
27404,1,1,NA,0,7,1,2,NA,3
27405,6,0,NA,0,4,0,2,NA,25
27406,4,0,NA,0,6,0,2,20,10
27407,5,1,NA,0,2,0,1,38,12
27408,1,0,NA,0,7,1,3,24,6
27409,6,0,NA,0,2,0,2,NA,10
27410,5,0,NA,0,2,0,2,10,10
27411,5,0,NA,0,7,0,3,NA,12
27412,6,0,NA,0,3,0,3,NA,14
27413,2,0,NA,0,7,0,1,NA,10
27414,2,0,NA,0,7,0,2,40,10
27415,5,0,NA,0,4,0,3,15,10
27416,6,0,NA,0,5,0,3,NA,NA
27417,6,0,NA,0,2,0,2,NA,8
27418,3,1,NA,0,7,0,4,NA,3
27419,7,0,NA,0,7,0,1,NA,3
27420,4,0,NA,0,6,0,1,40,1
27421,5,0,NA,0,7,0,1,NA,50
27422,3,0,NA,0,3,0,2,50,10
27423,2,1,NA,0,3,0,3,45,15
27424,3,0,NA,0,5,0,3,40,10
27425,2,0,NA,0,4,0,3,29,5
27426,1,NA,NA,0,7,1,1,40,5
27427,2,0,NA,0,4,1,1,40,5
27428,7,0,NA,0,3,0,3,NA,5
27429,6,0,NA,0,3,0,2,NA,10
27430,4,0,NA,0,3,0,1,38.7,2
27431,2,0,0,0,5,0,1,80,10
27432,3,0,NA,0,7,0,1,40,NA
27433,4,0,NA,0,5,0,1,16,50
27434,6,0,NA,0,3,1,1,40,3
27435,7,0,NA,0,6,0,3,NA,3
27436,1,1,NA,0,4,1,1,30,5
27437,4,1,NA,0,NA,0,2,36.7,3
27438,7,0,NA,0,4,0,1,NA,25
27439,5,0,NA,0,4,0,2,NA,10
27440,6,0,NA,0,7,0,3,NA,NA
27441,4,0,NA,0,7,0,1,35,4
27442,7,0,NA,0,7,0,2,NA,3
27443,2,1,NA,0,2,0,3,28,15
27444,2,0,NA,0,3,1,1,36,3
27445,5,0,NA,0,2,0,2,37.5,15
27446,4,0,NA,0,4,0,2,40,4
27447,5,0,NA,0,3,0,3,40,20
27448,5,0,NA,0,4,0,3,40,3
27449,4,0,NA,0,2,0,1,37.5,5
27450,2,0,NA,0,5,0,1,37.5,15
27451,3,0,NA,0,4,1,3,100,20
27452,5,0,NA,0,5,0,2,37.5,30
27453,4,1,NA,0,7,0,1,15,6
27454,4,0,NA,0,5,0,2,77,10
27455,3,0,NA,0,4,0,1,35,15
27456,7,0,NA,0,7,0,2,NA,20
27457,5,0,NA,0,7,0,2,NA,10
27458,4,0,NA,0,5,0,1,NA,5
27459,3,0,NA,0,6,0,1,30,5
27460,3,0,NA,0,5,0,1,46,15
27461,2,0,0,0,5,0,3,37.5,5
27462,4,0,NA,0,5,0,2,35,10
27463,3,0,NA,0,6,0,4,30,15
27464,3,0,NA,0,7,0,1,30,6
27465,6,0,NA,0,2,0,1,NA,8
27466,2,0,NA,0,3,0,2,40,50
27467,2,1,NA,0,6,0,1,37.5,2
27468,1,NA,NA,NA,NA,NA,NA,NA,5
27469,7,0,NA,0,3,0,2,NA,2
27470,4,0,NA,0,7,0,2,40,10
27471,7,0,NA,0,NA,0,3,NA,2
27472,5,1,NA,0,6,0,4,NA,3
27473,6,0,NA,0,4,0,1,NA,5
27474,4,0,NA,0,7,0,2,40,10
27475,6,0,NA,0,7,0,3,NA,8
27476,5,0,NA,0,3,0,2,40,10
27477,2,NA,NA,NA,NA,NA,NA,NA,4
27478,1,0,0,0,5,1,3,NA,6
27479,5,0,NA,0,1,0,1,40,100
27480,6,0,NA,0,6,0,1,NA,6
27481,6,0,NA,0,6,0,3,NA,6
27482,5,0,NA,0,4,0,1,65,50
27483,3,0,NA,0,5,0,1,40,6
27484,6,0,NA,0,2,0,2,NA,10
27485,3,0,NA,0,5,0,2,40,30
27486,3,0,NA,0,6,0,1,37.5,6
27487,7,0,NA,0,1,0,2,NA,20
27488,3,0,NA,0,5,0,1,35,20
27489,5,0,NA,0,7,0,3,NA,5
27490,2,0,0,0,5,0,3,37.5,10
27491,2,0,NA,0,6,0,2,45,15
27492,7,0,NA,0,5,0,3,NA,5
27493,3,0,1,0,3,0,1,44,15
27494,6,0,NA,0,2,0,2,NA,5
27495,1,0,NA,0,5,0,2,35,5
27496,6,0,NA,0,4,0,2,NA,20
27497,5,0,NA,0,3,0,3,NA,10
27498,2,0,NA,0,5,0,3,60,5
27499,3,0,NA,0,1,0,2,40,30
27500,6,0,NA,0,5,0,2,NA,3
27501,3,0,NA,0,4,0,1,40,10
27502,6,0,NA,0,7,0,1,NA,NA
27503,5,0,NA,0,7,0,1,24,5
27504,2,1,NA,0,7,0,2,40,10
27505,5,0,NA,0,3,0,2,37.5,100
27506,1,0,NA,0,5,1,2,20,50
27507,5,0,NA,0,1,0,2,40,20
27508,3,0,NA,0,3,0,1,77,10
27509,7,0,NA,0,7,0,3,NA,2
27510,3,0,NA,0,4,0,2,50,8
27511,3,0,NA,0,4,0,1,37,3
27512,1,0,NA,0,7,1,3,8,10
27513,1,0,1,0,5,1,2,40,2
27514,2,0,NA,0,3,0,2,40,8
27515,6,0,NA,0,3,0,2,NA,20
27516,3,0,NA,0,2,0,1,50,5
27517,4,0,NA,0,7,0,2,40,10
27518,4,0,NA,0,7,1,1,12,25
27519,1,0,NA,0,7,0,1,40,7
27520,6,0,NA,0,6,0,1,NA,4
27521,6,0,NA,0,7,0,2,NA,10
27522,5,0,NA,0,7,0,2,30,10
27523,4,0,NA,0,3,0,3,NA,50
27524,5,0,NA,0,5,0,2,40,50
27525,3,0,NA,0,4,0,2,40,10
